Position,Artist Name,Song Name,Days,Peak Position,Total Streams
2849,Frank Sinatra ,The First Noel  Remastered 1999,30,31,10133336
2850,Popp Hunna ,Adderall (Corvette Corvette)  Remix,38,72,10131451
2851,Luke Bryan ,"Huntin', Fishin' And Lovin' Every Day",81,145,10119911
2852,The Chainsmokers ,You Owe Me,29,52,10113688
2853,Kanye West ,No Mistakes,17,7,10112521
2854,Tion Wayne ,Body (Remix),33,51,10103363
2855,Tori Kelly ,Nobody Love,100,56,10087151
2856,Takeoff ,Casper,31,40,10081717
2857,Mac Miller ,Ladders,29,11,10081631
2858,Drake ,March 14th,18,26,10079839
2859,Drake ,Final Fantasy,19,27,10078833
2860,J. Cole ,She's Mine Pt. 2,25,11,10064123
2861,Josh Turner ,Hometown Girl,58,139,10055611
2862,Steve Aoki ,Waste It On Me,36,35,10053287
2863,Juice WRLD ,Rockstar In His Prime,26,5,10050931
2864,Taylor Swift ,I Knew You Were Trouble (Taylor's Version),17,5,10036615
2865,Swae Lee ,Won't Be Late,28,14,10003508
2866,Kelly Clarkson ,Heartbeat Song,82,25,9996717
2867,Justin Bieber ,What Do You Mean?  Acoustic,54,29,9980215
2868,6ix9ine ,TROLLZ,28,15,9979934
2869,Jason Derulo ,Wiggle,119,23,9964779
2870,Ed Sheeran ,Afterglow,30,28,9961532
2871,Montell Fish ,Hotel,29,40,9961390
2872,Luke Combs ,Does To Me,40,38,9958266
2873,Katy Perry ,Daisies,37,43,9951496
2874,Drake ,Get Along Better,16,19,9948750
2875,Bad Bunny ,Agosto,27,32,9933840
2876,J. Cole ,h u n g e r . o n . h i l l s i d e,16,11,9930823
2877,Drake ,Views,49,51,9927962
2878,Twenty One Pilots ,My Blood,33,50,9921331
2879,The Weeknd ,Save Your Tears (Remix),40,114,9920200
2880,Yung Lean ,Ginseng Strip 2002,33,38,9916835
2881,Cardi B ,Thru Your Phone,28,37,9915577
2882,Kendrick Lamar ,The Heart Part 5,12,1,9913441
2883,The Weeknd ,Faith,21,12,9902407
2884,LPB Poody ,Batman,44,87,9882856
2885,Juice WRLD ,Feline,26,3,9876916
2886,Bad Bunny ,NI BIEN NI MAL,40,88,9869073
2887,Bea Miller ,feel something,39,99,9861098
2888,Bad Bunny ,Pero Ya No,22,14,9859922
2889,benny blanco ,Bad Decisions,29,11,9849686
2890,BTS ,Life Goes On,22,7,9847187
2891,Ariana Grande ,shut up,21,5,9842737
2892,Eminem ,Those Kinda Nights,20,12,9842639
2893,The Weeknd ,Escape From LA,21,9,9835674
2894,The Weeknd ,Often  Kygo Remix,99,52,9829526
2895,Post Malone ,Wrapped Around Your Finger,21,7,9827103
2896,State of Sound ,Wake Up Where You Are,59,90,9802713
2897,Mac Miller ,Circles,15,5,9802118
2898,Dean Martin ,Rudolph The RedNosed Reindeer,26,68,9801987
2899,Rick Ross ,Gold Roses,25,7,9797675
2900,The Weeknd ,Snowchild,20,7,9794117
2901,Pop Smoke ,Bout A Million,28,6,9786813
2902,Metro Boomin ,Trance,16,15,9754898
2903,The Weeknd ,A Lonely Night,31,20,9751831
2904,Skylar Grey ,Last One Standing,29,24,9746965
2905,A Boogie Wit da Hoodie ,King Of My City,27,27,9745463
2906,RealestK ,WFM,33,44,9744672
2907,Nicki Minaj ,Barbie Tingz,22,12,9726936
2908,Ed Sheeran ,Hearts Don't Break Around Here,28,26,9719187
2909,Fall Out Boy ,The Last Of The Real Ones,44,85,9714451
2910,Sia ,Cheap Thrills,73,139,9708953
2911,Kanye West ,Ok Ok,15,3,9698824
2912,Lady Gaga ,Bloody Mary,26,83,9698562
2913,A Great Big World ,Say Something,140,94,9694514
2914,Nicki Minaj ,MEGATRON,33,21,9688805
2915,Alan Walker ,On My Way,40,114,9679772
2916,Kane Brown ,Memory,35,23,9675467
2917,James Bay ,Hold Back The River,103,58,9670165
2918,Kanye West ,Lift Yourself,27,39,9667886
2919,Lil Baby ,Ready,38,27,9656011
2920,Lil Uzi Vert ,That Way,7,2,9648997
2921,Luke Bryan ,Home Alone Tonight,85,163,9645746
2922,Tyga ,Ayy Macarena,39,136,9641830
2923,Cardi B ,Get Up 10,21,13,9638995
2924,Yung Gravy ,oops!,41,110,9638963
2925,The Weeknd ,Nothing Without You,32,19,9636155
2926,21 Savage ,My Choppa Hate Niggas,32,26,9634023
2927,Normani ,Wild Side,35,32,9628642
2928,Kid Cudi ,She Knows This,16,15,9624455
2929,Beyoncé ,CHURCH GIRL,23,7,9623001
2930,Metro Boomin ,Metro Spider,16,18,9615205
2931,Dua Lipa ,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",27,38,9613292
2932,"Tyler, The Creator ",A BOY IS A GUN,21,7,9597820
2933,Kid Cudi ,The Adventures of Moon Man & Slim Shady,21,17,9585598
2934,Pitbull ,Timber,134,71,9582736
2935,Sia ,Alive,79,63,9576404
2936,XXXTENTACION ,bad vibes forever,27,22,9567390
2937,Metro Boomin ,Around Me,17,20,9562704
2938,Khalid ,Don't Pretend,24,16,9561937
2939,Enrique Iglesias ,Bailando  Spanish Version,134,62,9560825
2940,Taylor Swift ,marjorie,17,16,9547914
2941,Bruno Mars ,Locked Out Of Heaven,143,105,9535009
2942,Fall Out Boy ,My Songs Know What You Did In The Dark (Light Em Up),146,113,9505180
2943,Fifth Harmony ,BO$$,93,32,9501796
2944,Trippie Redd ,Poles 1469,49,146,9501411
2945,Drake ,Preach,61,17,9494240
2946,Future ,Trap Niggas,83,62,9490217
2947,Drake ,Texts Go Green,14,3,9486893
2948,MEDUZA ,Lose Control,36,111,9484769
2949,J Balvin ,Rojo,36,45,9482426
2950,Big Sean ,Halfway Off The Balcony,35,17,9479985
2951,Panic! At The Disco ,House Of Memories,45,84,9452447
2952,Big Sean ,Sacrifices,34,19,9450907
2953,Starley ,Call On Me  Ryan Riback Remix,26,24,9447914
2954,Ed Sheeran ,Nancy Mulligan,28,33,9447768
2955,J. Cole ,Intro,28,10,9436962
2956,Rae Sremmurd ,No Flex Zone,128,71,9434089
2957,Eminem ,Good Guy,21,20,9428665
2958,Paul Rosenberg ,Paul  Skit,19,11,9420000
2959,Kanye West ,Junya,14,10,9416936
2960,Bing Crosby ,Silver Bells,27,57,9407431
2961,Diplo ,Welcome to the Party,31,62,9403160
2962,21 Savage ,Rich Nigga Shit,22,4,9401966
2963,A Boogie Wit da Hoodie ,Mood Swings,31,40,9400254
2964,Megan Moroney ,Tennessee Orange,35,86,9400072
2965,Logic ,Indica Badu,21,11,9397500
2966,Kanye West ,God Is,15,10,9397276
2967,Kanye West ,No Child Left Behind,17,16,9384503
2968,N.E.R.D ,Lemon,46,139,9378716
2969,Danny Ocean ,Me Rehúso,54,105,9372773
2970,BRS Kash ,Throat Baby (Go Baby),39,101,9364381
2971,Moneybagg Yo ,U Played,33,74,9362586
2972,Tee Grizzley ,Jettski Grizzley,34,60,9346673
2973,Eminem ,You Gon’ Learn,18,11,9324695
2974,NF ,The Search,33,41,9300054
2975,Eminem ,Lose Yourself  Soundtrack Version,146,91,9295897
2976,Lil Wayne ,Dope Niggaz,16,11,9294845
2977,Conan Gray ,Memories,38,53,9286526
2978,A$AP Rocky ,Bad Company,28,40,9282395
2979,Lady Gaga ,Perfect Illusion,35,21,9281303
2980,Machine Gun Kelly ,maybe,23,3,9258806
2981,Russ ,Civil War,37,94,9255921
2982,Twenty One Pilots ,Jumpsuit,26,22,9251594
2983,Paul McCartney ,Wonderful Christmastime  Remastered 2011 / Edited Version,34,24,9244859
2984,Sabrina Carpenter ,Skin,28,4,9235243
2985,Fousheé ,Deep End,39,115,9224553
2986,Bing Crosby ,God Rest Ye Merry Gentlemen,22,36,9224330
2987,Canaan Smith ,Love You Like That,102,98,9203125
2988,Wiz Khalifa ,Ass Drop,130,83,9197549
2989,Taylor Swift ,Message In A Bottle (Taylor's Version) (From The Vault),19,16,9191385
2990,SZA ,Too Late,16,25,9190926
2991,Young Nudy ,EA,36,114,9188827
2992,Morgan Wallen ,Neon Eyes,29,12,9181860
2993,Mac Miller ,Love Lost,28,20,9181651
2994,Taylor Swift ,Afterglow,21,17,9181531
2995,Tony Bennett ,Winter Wonderland,23,49,9175216
2996,Chris Brown ,Undecided,35,113,9174959
2997,Pop Smoke ,Dior,40,111,9174919
2998,"Tyler, The Creator ",SWEET / I THOUGHT YOU WANTED TO DANCE,21,12,9172142
2999,Hozier ,From Eden,139,114,9169153
3000,SZA ,Far,16,26,9165509
3001,Jon Pardi ,Last Night Lonely,36,63,9164030
3002,Cults ,Gilded Lily,31,64,9155390
3003,Young Thug ,Livin It Up,29,23,9142435
3004,Lil Tjay ,Beat the Odds,25,18,9125613
3005,Rascal Flatts ,I Like The Sound Of That,72,122,9121784
3006,Gunna ,WUNNA,29,15,9121113
3007,Kanye West ,God Breathed,12,5,9092969
3008,Taylor Swift ,The Very First Night (Taylor's Version) (From The Vault),19,14,9079618
3009,Huncho Jack ,Modern Slavery,29,2,9078243
3010,Ariana Grande ,R.E.M,24,14,9070815
3011,Lil Peep ,Save That Shit,36,34,9065748
3012,Nat King Cole ,"Caroling, Caroling",21,52,9060935
3013,Gunna ,One Call,25,22,9059168
3014,Lauv ,Enemies,36,94,9046579
3015,Lorde ,Homemade Dynamite,34,51,9040472
3016,Kiesza ,Hideaway,98,29,9027690
3017,Queen ,Somebody To Love  Remastered 2011,34,97,9025470
3018,Mike WiLL Made,It  Gucci On My,42,102,9015377
3019,Michael Bublé ,I'll Be Home for Christmas,26,71,9014169
3020,Kelsea Ballerini ,I Quit Drinking,37,75,9009982
3021,JACKBOYS ,WHAT TO DO?,21,7,9003689
3022,Migos ,Modern Day,31,39,8990783
3023,Kanye West ,24,13,12,8976432
3024,Why Don't We ,8 Letters,33,93,8974863
3025,Zac Brown Band ,Loving You Easy,96,88,8970880
3026,Pop Smoke ,Aim For The Moon,26,4,8964727
3027,Jason Derulo ,Goodbye,35,85,8956733
3028,Mason Ramsey ,Famous,18,35,8938621
3029,Russ ,Me You,47,112,8936046
3030,Jax Jones ,You Don't Know Me,41,113,8931376
3031,Ariana Grande ,six thirty,21,9,8929412
3032,Kanye West ,Real Friends,42,35,8898319
3033,Kanye West ,Water,14,8,8888370
3034,"Tyler, The Creator ",HOT WIND BLOWS,18,8,8886571
3035,Ed Sheeran ,The A Team,132,114,8885019
3036,Justin Bieber ,Children,47,28,8881891
3037,Tim McGraw ,Shotgun Rider,134,102,8878505
3038,Eric Church ,Like A Wrecking Ball,97,109,8861166
3039,Taylor Swift ,22 (Taylor's Version),15,7,8853734
3040,Ed Sheeran ,Remember The Name,20,13,8842184
3041,Maroon 5 ,Wait,35,100,8836722
3042,The Ronettes ,Frosty the Snowman,21,59,8832570
3043,Edison Lighthouse ,Love Grows (Where My Rosemary Goes),36,93,8827139
3044,Lunay ,Soltera (Remix),32,95,8826297
3045,The Weeknd ,Shameless,55,23,8816787
3046,Liana Flores ,rises the moon,34,138,8815796
3047,Justin Bieber ,Get Used To It,51,33,8814143
3048,Metro Boomin ,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],15,19,8814007
3049,JACKBOYS ,GANG GANG,21,5,8809629
3050,DJ Khaled ,Shining,47,62,8801675
3051,The Weeknd ,Here We Go… Again,18,7,8799856
3052,Pharrell Williams ,Just A Cloud Away,26,14,8794549
3053,A Boogie Wit da Hoodie ,Reply,22,7,8788455
3054,Kendrick Lamar ,Mr. Morale,14,15,8787790
3055,Tyga ,Dip,31,67,8778081
3056,Chloe x Halle ,Do It,35,86,8777920
3057,Carly Pearce ,I Hope You’re Happy Now,40,139,8759463
3058,Florida Georgia Line ,Sippin’ On Fire,86,83,8756616
3059,Logic ,Perfect,21,22,8729409
3060,Jake Owen ,American Country Love Song,67,137,8725346
3061,XXXTENTACION ,Guardian angel,14,4,8721629
3062,One Direction ,End of the Day,44,21,8712136
3063,J. Cole ,Lion King On Ice,16,3,8711526
3064,Justin Bieber ,Get Me,19,17,8709258
3065,Coldplay ,Magic,121,57,8695738
3066,Hozier ,Someone New,94,81,8689221
3067,Beyoncé ,I'M THAT GIRL,19,1,8688324
3068,Ghost Town DJs ,My Boo  Hitman's Club Mix,49,66,8688048
3069,Logic ,Confessions of a Dangerous Mind,22,12,8681277
3070,Lee Brice ,Drinking Class,122,109,8680113
3071,The Kid LAROI ,WITHOUT YOU,21,13,8671496
3072,Juice WRLD ,Real Shit,21,14,8670421
3073,N.E.R.D ,Lemon,34,45,8664745
3074,Logic ,Wassup,21,10,8663005
3075,The Weeknd ,Love To Lay,27,21,8659148
3076,NLE Choppa ,Shotta Flow,34,127,8655600
3077,Ariana Grande ,my hair,21,11,8650484
3078,Jess Glynne ,Hold My Hand,82,55,8640568
3079,Capital Cities ,Safe And Sound,124,85,8634214
3080,Justin Bieber ,Unstable,20,4,8632317
3081,5 Seconds of Summer ,Lie To Me,30,87,8618376
3082,Labrinth ,All For Us,27,30,8615171
3083,PnB Rock ,MIDDLE CHILD,29,46,8608291
3084,Kanye West ,Every Hour,13,7,8594532
3085,Camila Cabello ,Shameless,29,48,8592080
3086,Trinidad Cardona ,Dinero,33,87,8579709
3087,Justin Bieber ,Off My Face,21,7,8570847
3088,"Tyler, The Creator ",IGOR'S THEME,17,3,8570373
3089,Nicki Minaj ,Black Barbies,41,56,8567258
3090,OMI ,Hula Hoop,75,66,8565299
3091,BTS ,Make It Right,28,48,8562444
3092,KIDS SEE GHOSTS ,Feel The Love,17,8,8561692
3093,Don Toliver ,What You Need,28,25,8545895
3094,Katy Perry ,Bon Appétit,30,41,8537072
3095,Wes Walker ,Jordan Belfort,88,116,8530253
3096,Kanye West ,Wolves,42,40,8513443
3097,Kygo ,Like It Is,32,51,8506115
3098,Marshmello ,Light It Up,26,26,8493901
3099,Cardi B ,Money Bag,23,37,8476429
3100,Jorja Smith ,I Am,25,28,8467665
3101,Jessie J ,Flashlight,82,54,8465043
3102,J. Cole ,c l o s e,14,12,8464233
3103,Eminem ,Darkness,15,10,8453459
3104,Drake ,A Keeper,13,7,8452277
3105,Morgan Wallen ,More Surprised Than Me,26,10,8444957
3106,Eminem ,Unaccommodating,15,9,8441936
3107,Trippie Redd ,Under Enemy Arms,27,19,8425010
3108,Lil Wayne ,Open Letter,14,10,8424701
3109,Juice WRLD ,Flaws And Sins,24,28,8422210
3110,Old Dominion ,Break Up with Him,91,123,8421060
3111,5 Seconds of Summer ,Want You Back,29,16,8413550
3112,Blueface ,Thotiana,27,57,8411540
3113,Ty Dolla $ign ,Clout,33,77,8401695
3114,Justin Bieber ,We Are,47,35,8398536
3115,Kelsea Ballerini ,Peter Pan,65,130,8392710
3116,Liam Payne ,Bedroom Floor,32,46,8363705
3117,The Pogues ,Fairytale of New York,22,54,8351569
3118,Drake ,F*****g Fans,14,20,8337639
3119,City Girls ,Twerkulator,32,51,8331766
3120,Moneybagg Yo ,Said Sum,35,78,8330978
3121,Big Sean ,Bezerk,26,31,8319594
3122,Lil Yachty ,One Night (Extended),61,114,8319106
3123,Meek Mill ,On Me,19,15,8314866
3124,Disclosure ,Magnets,66,44,8313605
3125,Noah Cyrus ,Again,39,89,8305307
3126,Taylor Swift ,Better Man (Taylor's Version) (From The Vault),14,12,8299968
3127,Ed Sheeran ,Eraser,23,19,8292015
3128,Tee Grizzley ,2 Vaults,31,89,8290622
3129,Ariana Grande ,obvious,21,14,8282802
3130,Ella Fitzgerald ,Frosty The Snowman,21,40,8280471
3131,Adele ,Strangers By Nature,13,3,8270314
3132,The Weeknd ,Losers,50,21,8268289
3133,Tori Kelly ,Should’ve Been Us,73,64,8266712
3134,Panic! At The Disco ,Emperor's New Clothes,57,50,8261368
3135,Juice WRLD ,Sometimes,22,2,8259204
3136,Linkin Park ,Heavy,35,18,8248011
3137,Machine Gun Kelly ,emo girl,24,16,8241881
3138,XXXTENTACION ,I don’t let go,15,7,8241320
3139,J Balvin ,In Da Getto,31,69,8232659
3140,Kevin Gates ,I Don't Get Tired (#IDGT),81,69,8229119
3141,Taylor Swift ,Treacherous (Taylor's Version),13,8,8228272
3142,Rita Ora ,Anywhere,40,119,8209245
3143,Zara Larsson ,TG4M,43,139,8205931
3144,Pop Smoke ,AP  Music from the film Boogie,28,20,8190773
3145,Travis Scott ,MAFIA,16,3,8175614
3146,Eminem ,The Monster,120,95,8165851
3147,21 Savage ,1.5,25,17,8142890
3148,Drake ,Star67,47,14,8138757
3149,Joji ,Your Man,28,22,8137496
3150,Cardi B ,She Bad,23,36,8121935
3151,Matoma ,Old Thing Back,73,51,8115242
3152,Mac Miller ,Hand Me Downs,14,10,8113888
3153,Florida Georgia Line ,Anything Goes,91,133,8112692
3154,Big Sean ,Pull Up N Wreck (With Metro Boomin),31,59,8109843
3155,Playboi Carti ,Fell In Luv,35,57,8108259
3156,Lil Uzi Vert ,Chrome Heart Tags,14,13,8104014
3157,Mac Miller ,I Can See,13,8,8095550
3158,Drake ,Demons,15,12,8094831
3159,Maluma ,Corazón,38,105,8093826
3160,Ariana Grande ,Let Me Love You,49,60,8088942
3161,Marshmello ,Spotlight,29,55,8087582
3162,Kanye West ,Only One,71,34,8082074
3163,Bebe Rexha ,The Way I Are (Dance with Somebody),42,98,8078299
3164,Clinton Kane ,CHICKEN TENDIES,30,27,8066568
3165,Logic ,Yuck,19,13,8053931
3166,Beyoncé ,ENERGY,22,12,8045563
3167,Mora ,Volando  Remix,31,40,8043621
3168,Adele ,Cry Your Heart Out,13,8,8043195
3169,Trey Songz ,Nobody Else But You,49,168,8038909
3170,Trippie Redd ,Rich MF,18,8,8035604
3171,Madison Beer ,Hurts Like Hell,34,105,8031805
3172,Tory Lanez ,Jerry Sprunger,23,21,8018263
3173,Adele ,Set Fire to the Rain,52,61,8012344
3174,Eminem ,Nice Guy,17,19,8012032
3175,Vance Joy ,Mess Is Mine,95,57,7999465
3176,Desiigner ,Outlet,37,72,7995082
3177,Joyner Lucas ,I Love,33,111,7988988
3178,Blake Shelton ,Came Here to Forget,63,132,7978647
3179,Michael Bublé ,Jingle Bells,48,37,7967725
3180,KAROL G ,"Ay, DiOs Mío!",33,110,7961628
3181,Lil Nas X ,Old Town Road  Remix,16,18,7955045
3182,Selena Gomez ,Boyfriend,25,27,7953511
3183,Taylor Swift ,closure,13,18,7946488
3184,James Newton Howard ,The Hanging Tree,68,29,7942682
3185,Metro Boomin ,Overdue,20,12,7932701
3186,ScHoolboy Q ,Studio,105,72,7930738
3187,benny blanco ,I Found You,27,56,7928970
3188,KYLE ,Hey Julie!,28,88,7922944
3189,Lauv ,Chasing Fire,32,103,7917360
3190,Selena Gomez ,Me & The Rhythm,67,50,7915349
3191,Nipsey Hussle ,Grinding All My Life,30,38,7911382
3192,Drake ,I Guess It’s Fuck Me,12,16,7902833
3193,Nico & Vinz ,In Your Arms,90,55,7901982
3194,Drake ,Now & Forever,46,13,7898664
3195,Kanye West ,Wash Us In The Blood,17,5,7892729
3196,Kelly Clarkson ,"Santa, Can’t You Hear Me",18,68,7884423
3197,Jhené Aiko ,P*$$Y Fairy (OTW),28,80,7883160
3198,Kenshi Yonezu ,KICK BACK,29,59,7883030
3199,Yeat ,Flawlëss,26,12,7883008
3200,Machine Gun Kelly ,Bad Things,41,129,7881618
3201,Elle King ,Drunk (And I Don't Wanna Go Home),36,125,7880601
3202,"Tyler, The Creator ",CORSO,16,7,7880542
3203,Future ,Jumpin on a Jet,24,25,7875619
3204,Metro Boomin ,I Can't Save You (Interlude) [with Future & feat. Don Toliver],14,23,7874300
3205,Taylor Swift ,Run,13,13,7869420
3206,21 Savage ,Many Men,18,8,7868475
3207,Huncho Jack ,Black & Chinese,25,5,7855035
3208,Taylor Swift ,False God,16,15,7850096
3209,Lil Tjay ,Brothers,31,62,7843214
3210,Don Toliver ,Flocky Flocky,23,7,7797301
3211,Lil Nas X ,DOLLA SIGN SLIME,16,9,7797163
3212,The Weeknd ,Best Friends,16,9,7796076
3213,Kanye West ,Hands On,13,12,7781634
3214,Bing Crosby ,It's Beginning To Look A Lot Like Christmas,18,67,7778775
3215,Logic ,Wizard Of Oz,19,20,7775504
3216,Bad Bunny ,Bichiyal,18,22,7767086
3217,Lil Uzi Vert ,Bust Me,14,16,7766574
3218,Selena Gomez ,Feel Me,21,26,7761840
3219,Hugh Jackman ,Come Alive,35,105,7761640
3220,Ellie Goulding ,Burn,124,113,7759742
3221,Shawn Mendes ,Like To Be You feat. Julia Michaels,32,78,7758886
3222,Luke Combs ,Without You,26,12,7746072
3223,Adele ,Love In The Dark,28,57,7745617
3224,Eli Young Band ,Love Ain't,35,138,7742301
3225,Adele ,To Be Loved,13,9,7739743
3226,Bo Burnham ,Shit,32,95,7737367
3227,JACKBOYS ,GATTI,23,10,7732711
3228,Beyoncé ,COZY,17,5,7725012
3229,Lauv ,Getting Over You,32,79,7714447
3230,Kendrick Lamar ,Rich  Interlude,9,11,7706704
3231,Bing Crosby ,Mele Kalikimaka (Merry Christmas),22,44,7700717
3232,XXXTENTACION ,"ALONE, PART 3",21,25,7697606
3233,Mac Miller ,Complicated,13,7,7687137
3234,Ed Sheeran ,Bibia Be Ye Ye,24,37,7676756
3235,NF ,When I Grow Up,27,48,7662943
3236,Future ,D4L,16,5,7660258
3237,Lorde ,Team,115,90,7647321
3238,Machine Gun Kelly ,ay!,23,7,7646419
3239,Lizzo ,Tempo,33,133,7616482
3240,Drake ,Calling My Name,12,9,7595404
3241,Taylor Swift ,We Are Never Ever Getting Back Together (Taylor's Version),13,10,7589170
3242,Mac Miller ,Hurt Feelings,21,14,7577414
3243,Shakira ,Monotonía,24,56,7571267
3244,Lil Uzi Vert ,UnFazed,27,27,7571186
3245,Shakira ,Te Felicito,30,124,7558521
3246,Bing Crosby ,The Little Drummer Boy,19,42,7539973
3247,Lil Baby ,Not Finished,19,18,7537591
3248,Jeremy Zucker ,you were good to me,35,166,7532907
3249,Billie Eilish ,bitches broken hearts,32,136,7526772
3250,DJ Khaled ,I DID IT,21,15,7524625
3251,Kanye West ,Feedback,35,36,7492573
3252,The Chainsmokers ,Do You Mean,27,83,7490687
3253,Kanye West ,Keep My Spirit Alive,13,18,7488984
3254,Joji ,Daylight,22,25,7484957
3255,Luke Combs ,Six Feet Apart,27,48,7483977
3256,Machine Gun Kelly ,DAYWALKER!,25,15,7483506
3257,Jason Derulo ,Cheyenne,57,59,7476779
3258,Drake ,Madonna,42,15,7476593
3259,Nat King Cole Trio ,All I Want For Christmas (Is My Two Front Teeth)  Remastered,19,28,7473568
3260,Cash Cash ,All My Love,37,94,7466960
3261,BTS ,Yet To Come,17,10,7462911
3262,Hozier ,Work Song,103,78,7461133
3263,Tory Lanez ,The Take,33,67,7453591
3264,Metro Boomin ,Feel The Fiyaaaah,14,28,7451371
3265,Ariana Grande ,pete davidson,20,18,7449868
3266,Trippie Redd ,Love Scars 3,21,26,7438635
3267,Wiz Khalifa ,King of Everything,71,111,7434968
3268,Quality Control ,Big Rocks (Offset feat. Young Thug),28,84,7424965
3269,Niall Horan ,No Judgement,28,59,7424051
3270,Carly Rae Jepsen ,Run Away With Me,65,82,7410209
3271,Don Toliver ,Cardigan,22,37,7409165
3272,Dr. Dre ,The Next Episode,25,5,7408055
3273,6ix9ine ,RONDO,21,23,7392608
3274,Pharrell Williams ,Happy,91,77,7391023
3275,Ariana Grande ,goodnight n go,20,24,7390930
3276,Future ,WIFI LIT,21,23,7377656
3277,A$AP Rocky ,Electric Body,48,15,7377273
3278,T.I. ,No Mediocre,98,52,7375764
3279,PnB Rock ,I Like Girls,29,71,7374548
3280,Chris Brown ,Loyal,113,134,7361146
3281,Sigala ,Easy Love,61,64,7355933
3282,Lauv ,Easy Love,34,94,7351713
3283,Kid Ink ,Body Language,118,116,7340156
3284,Tech N9ne ,Hood Go Crazy,83,86,7337879
3285,Tiësto ,Don't Be Shy,33,70,7331300
3286,Young Stoner Life ,Diamonds Dancing,20,8,7330415
3287,Kacey Musgraves ,justified,21,23,7326605
3288,Lana Del Rey ,Love,27,33,7315854
3289,James Arthur ,Can I Be Him,37,114,7314871
3290,Ariana Grande ,the light is coming,22,28,7312229
3291,Lana Del Rey ,Lust for Life,26,31,7311437
3292,Kygo ,Here for You,66,62,7302884
3293,Carpenters ,Silent Night,19,43,7302712
3294,Drake ,Currents,11,8,7299627
3295,Katy Perry ,Small Talk,21,19,7297956
3296,Ed Sheeran ,Save Myself,23,42,7291701
3297,Pop Smoke ,Gangstas,21,12,7281938
3298,Lil Yachty ,Get Dripped,21,41,7278487
3299,Ariana Grande ,Last Christmas,25,101,7276708
3300,Conan Gray ,People Watching,30,79,7269352
3301,J. Cole ,Fire Squad,70,16,7262802
3302,Logic ,The Return,22,37,7262410
3303,Lana Del Rey ,Doin' Time,24,54,7261617
3304,Logic ,BoomTrap Protocol,17,14,7258064
3305,Camila Cabello ,Consequences  orchestra,26,84,7254768
3306,NLE Choppa ,Final Warning,31,85,7252444
3307,"Tyler, The Creator ",WHAT'S GOOD,14,8,7246602
3308,Post Malone ,Wasting Angels,15,9,7246367
